date,sku,produit,famille,dlc_jours,demande,production,stock_fin_journee,stock_securite,perte_dlc,rupture
2025-10-08,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,762,771,1512,446,87,False
2025-10-09,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,649,705,1568,446,0,False
2025-10-10,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,702,762,1560,446,68,False
2025-10-11,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,415,394,1539,446,0,False
2025-10-12,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,550,578,1567,446,0,False
2025-10-13,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,633,627,1561,446,0,False
2025-10-14,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,691,723,1593,446,0,False
2025-10-15,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,657,693,1524,446,105,False
2025-10-16,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,627,682,1579,446,0,False
2025-10-17,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,701,735,1523,446,90,False
2025-10-18,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,406,376,1493,446,0,False
2025-10-19,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,424,445,1514,446,0,False
2025-10-20,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,688,741,1567,446,0,False
2025-10-21,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,699,679,1547,446,0,False
2025-10-22,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,713,672,1506,446,0,False
2025-10-23,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,811,821,1516,446,0,False
2025-10-24,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,488,544,1572,446,0,False
2025-10-25,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,509,511,1574,446,0,False
2025-10-26,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,481,469,1562,446,0,False
2025-10-27,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,676,661,1547,446,0,False
2025-10-28,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,719,664,1492,446,0,False
2025-10-29,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,710,756,1538,446,0,False
2025-10-30,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,619,678,1493,446,104,False
2025-10-31,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,725,745,1513,446,0,False
2025-11-01,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,358,372,1527,446,0,False
2025-11-02,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,447,438,1518,446,0,False
2025-11-03,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,696,723,1545,446,0,False
2025-11-04,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,733,702,1514,446,0,False
2025-11-05,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,720,667,1461,446,0,False
2025-11-06,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,611,684,1534,446,0,False
2025-11-07,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,604,656,1586,446,0,False
2025-11-08,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,466,439,1559,446,0,False
2025-11-09,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,479,520,1506,446,94,False
2025-11-10,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,714,731,1523,446,0,False
2025-11-11,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,611,657,1569,446,0,False
2025-11-12,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,517,568,1522,446,98,False
2025-11-13,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,760,806,1568,446,0,False
2025-11-14,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,802,820,1586,446,0,False
2025-11-15,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,450,473,1512,446,97,False
2025-11-16,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,331,354,1535,446,0,False
2025-11-17,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,614,596,1517,446,0,False
2025-11-18,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,679,689,1527,446,0,False
2025-11-19,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,630,702,1513,446,86,False
2025-11-20,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,609,584,1488,446,0,False
2025-11-21,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,593,607,1002,446,0,False
2025-11-22,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,428,413,987,446,0,False
2025-11-23,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,448,484,1023,446,0,False
2025-11-24,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,605,619,1037,446,0,False
2025-11-25,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,652,611,996,446,0,False
2025-11-26,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,718,677,955,446,0,False
2025-11-27,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,751,765,969,446,0,False
2025-11-28,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,667,746,1048,446,0,False
2025-11-29,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,426,428,1050,446,0,False
2025-11-30,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,381,420,1089,446,0,False
2025-12-01,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,539,585,1135,446,0,False
2025-12-02,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,737,799,425,446,0,False
2025-12-03,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,677,716,464,446,0,False
2025-12-04,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,617,615,462,446,0,False
2025-12-05,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,595,597,464,446,0,False
2025-12-06,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,449,419,434,446,0,False
2025-12-07,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,495,522,461,446,0,False
2025-12-08,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,653,648,456,446,0,False
2025-12-09,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,683,748,521,446,0,False
2025-12-10,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,727,686,480,446,0,False
2025-12-11,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,672,637,0,446,0,True
2025-12-12,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,607,594,0,446,0,True
2025-12-13,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,436,412,0,446,0,True
2025-12-14,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,472,467,0,446,0,True
2025-12-15,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,745,789,44,446,0,True
2025-12-16,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,702,740,82,446,0,True
2025-12-17,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,748,755,89,446,0,True
2025-12-18,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,614,666,141,446,0,False
2025-12-19,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,657,646,130,446,0,True
2025-12-20,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,513,510,127,446,0,True
2025-12-21,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,683,680,124,446,0,True
2025-12-22,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,986,992,130,446,0,True
2025-12-23,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,837,796,89,446,0,True
2025-12-24,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,951,998,136,446,0,False
2025-12-25,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,811,813,138,446,0,False
2025-12-26,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,848,895,185,446,0,False
2025-12-27,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,519,580,246,446,0,False
2025-12-28,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,566,599,279,446,0,False
2025-12-29,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,821,838,296,446,0,False
2025-12-30,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,869,866,293,446,0,False
2025-01-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,356,329,1011,295,0,False
2025-01-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,392,397,1016,295,0,False
2025-01-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,406,446,981,295,75,False
2025-01-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,295,329,1015,295,0,False
2025-01-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,284,283,1014,295,0,False
2025-01-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,433,445,1026,295,0,False
2025-01-07,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,496,532,1007,295,55,False
2025-01-08,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,521,511,997,295,0,False
2025-01-09,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,349,389,1037,295,0,False
2025-01-10,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,368,364,1033,295,0,False
2025-01-11,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,282,295,1046,295,0,False
2025-01-12,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,249,249,1046,295,0,False
2025-01-13,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,425,439,1018,295,42,False
2025-01-14,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,456,456,1018,295,0,False
2025-01-15,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,542,523,999,295,0,False
2025-01-16,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,337,371,1033,295,0,False
2025-01-17,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,465,440,1008,295,0,False
2025-01-18,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,291,275,992,295,0,False
2025-01-19,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,310,344,1026,295,0,False
2025-01-20,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,393,398,1031,295,0,False
2025-01-21,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,467,485,1049,295,0,False
2025-01-22,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,409,400,1040,295,0,False
2025-01-23,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,383,392,1049,295,0,False
2025-01-24,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,480,497,982,295,84,False
2025-01-25,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,330,354,1006,295,0,False
2025-01-26,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,277,308,1037,295,0,False
2025-01-27,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,470,516,1003,295,80,False
2025-01-28,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,402,406,1007,295,0,False
2025-01-29,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,445,411,973,295,0,False
2025-01-30,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,422,446,997,295,0,False
2025-01-31,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,374,366,989,295,0,False
2025-02-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,303,328,1014,295,0,False
2025-02-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,322,315,467,295,0,False
2025-02-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,438,476,505,295,0,False
2025-02-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,434,466,537,295,0,False
2025-02-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,384,412,565,295,0,False
2025-02-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,375,382,572,295,0,False
2025-02-07,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,424,425,573,295,0,False
2025-02-08,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,283,267,557,295,0,False
2025-02-09,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,270,300,587,295,0,False
2025-02-10,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,415,407,579,295,0,False
2025-02-11,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,444,453,588,295,0,False
2025-02-12,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,405,379,562,295,0,False
2025-02-13,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,418,409,553,295,0,False
2025-02-14,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,457,505,601,295,0,False
2025-02-15,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,268,295,628,295,0,False
2025-02-16,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,236,247,639,295,0,False
2025-02-17,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,408,425,656,295,0,False
2025-02-18,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,372,408,692,295,0,False
2025-02-19,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,431,435,696,295,0,False
2025-02-20,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,382,404,718,295,0,False
2025-02-21,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,424,451,745,295,0,False
2025-02-22,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,299,306,752,295,0,False
2025-02-23,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,338,363,777,295,0,False
2025-02-24,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,324,307,760,295,0,False
2025-02-25,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,414,385,731,295,0,False
2025-02-26,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,384,374,721,295,0,False
2025-02-27,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,416,388,693,295,0,False
2025-02-28,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,372,350,671,295,0,False
2025-03-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,478,466,659,295,0,False
2025-03-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,474,521,706,295,0,False
2025-03-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,554,611,763,295,0,False
2025-03-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,598,597,762,295,0,False
2025-03-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,746,791,431,295,0,False
2025-03-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,673,749,507,295,0,False
2025-03-07,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,692,768,583,295,0,False
2025-03-08,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,391,421,613,295,0,False
2025-03-09,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,406,377,584,295,0,False
2025-03-10,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,603,607,588,295,0,False
2025-03-11,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,647,622,563,295,0,False
2025-03-12,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,567,609,605,295,0,False
2025-03-13,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,593,643,655,295,0,False
2025-03-14,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,649,658,664,295,0,False
2025-03-15,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,365,352,651,295,0,False
2025-03-16,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,344,326,633,295,0,False
2025-03-17,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,664,709,678,295,0,False
2025-03-18,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,518,550,710,295,0,False
2025-03-19,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,724,795,781,295,0,False
2025-03-20,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,565,532,748,295,0,False
2025-03-21,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,593,577,732,295,0,False
2025-03-22,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,412,420,740,295,0,False
2025-03-23,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,373,383,750,295,0,False
2025-03-24,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,604,672,818,295,0,False
2025-03-25,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,586,619,851,295,0,False
2025-03-26,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,657,673,867,295,0,False
2025-03-27,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,658,622,831,295,0,False
2025-03-28,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,655,618,794,295,0,False
2025-03-29,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,454,419,759,295,0,False
2025-03-30,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,429,425,755,295,0,False
2025-03-31,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,719,662,698,295,0,False
2025-04-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,618,673,753,295,0,False
2025-04-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,610,671,814,295,0,False
2025-04-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,590,590,814,295,0,False
2025-04-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,715,667,766,295,0,False
2025-04-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,419,448,795,295,0,False
2025-04-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,235,219,779,295,0,False
2025-04-07,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,420,467,826,295,0,False
2025-04-08,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,430,427,823,295,0,False
2025-04-09,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,400,418,841,295,0,False
2025-04-10,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,403,417,855,295,0,False
2025-04-11,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,444,443,854,295,0,False
2025-04-12,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,334,325,845,295,0,False
2025-04-13,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,285,289,849,295,0,False
2025-04-14,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,443,470,876,295,0,False
2025-04-15,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,377,357,856,295,0,False
2025-04-16,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,525,539,870,295,0,False
2025-04-17,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,521,487,836,295,0,False
2025-04-18,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,420,454,870,295,0,False
2025-04-19,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,216,201,855,295,0,False
2025-04-20,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,348,351,858,295,0,False
2025-04-21,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,398,443,903,295,0,False
2025-04-22,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,450,500,953,295,0,False
2025-04-23,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,340,343,956,295,0,False
2025-04-24,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,443,414,927,295,0,False
2025-04-25,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,442,474,959,295,0,False
2025-04-26,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,295,300,964,295,0,False
2025-04-27,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,320,337,981,295,0,False
2025-04-28,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,355,367,993,295,0,False
2025-04-29,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,405,373,961,295,0,False
2025-04-30,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,421,465,1005,295,0,False
2025-05-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,358,352,999,295,0,False
2025-05-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,451,481,1029,295,0,False
2025-05-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,279,284,1034,295,0,False
2025-05-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,292,276,1018,295,0,False
2025-05-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,459,513,999,295,73,False
2025-05-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,412,410,997,295,0,False
2025-05-07,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,434,482,1045,295,0,False
2025-05-08,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,429,425,1041,295,0,False
2025-05-09,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,442,438,1037,295,0,False
2025-05-10,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,239,231,1029,295,0,False
2025-05-11,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,241,224,1012,295,0,False
2025-05-12,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,423,404,993,295,0,False
2025-05-13,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,344,356,1005,295,0,False
2025-05-14,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,522,559,1042,295,0,False
2025-05-15,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,462,512,1036,295,56,False
2025-05-16,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,407,438,1008,295,59,False
2025-05-17,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,310,297,995,295,0,False
2025-05-18,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,249,272,1018,295,0,False
2025-05-19,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,423,424,1019,295,0,False
2025-05-20,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,459,499,991,295,68,False
2025-05-21,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,457,434,968,295,0,False
2025-05-22,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,483,496,981,295,0,False
2025-05-23,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,397,375,959,295,0,False
2025-05-24,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,293,270,936,295,0,False
2025-05-25,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,272,303,967,295,0,False
2025-05-26,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,425,417,959,295,0,False
2025-05-27,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,458,489,990,295,0,False
2025-05-28,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,365,367,992,295,0,False
2025-05-29,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,484,524,1032,295,0,False
2025-05-30,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,374,372,1030,295,0,False
2025-05-31,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,275,285,1040,295,0,False
2025-06-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,347,325,1018,295,0,False
2025-06-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,381,410,1047,295,0,False
2025-06-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,450,500,1050,295,47,False
2025-06-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,343,365,1034,295,38,False
2025-06-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,464,475,1045,295,0,False
2025-06-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,455,494,1013,295,71,False
2025-06-07,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,290,294,1017,295,0,False
2025-06-08,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,336,367,1048,295,0,False
2025-06-09,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,471,509,1035,295,51,False
2025-06-10,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,447,476,982,295,82,False
2025-06-11,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,464,473,991,295,0,False
2025-06-12,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,448,478,1021,295,0,False
2025-06-13,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,397,367,991,295,0,False
2025-06-14,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,295,285,981,295,0,False
2025-06-15,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,314,340,1007,295,0,False
2025-06-16,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,518,566,981,295,74,False
2025-06-17,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,427,440,994,295,0,False
2025-06-18,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,401,392,985,295,0,False
2025-06-19,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,477,503,1011,295,0,False
2025-06-20,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,575,595,1031,295,0,False
2025-06-21,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,311,342,541,295,0,False
2025-06-22,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,375,367,533,295,0,False
2025-06-23,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,491,486,528,295,0,False
2025-06-24,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,610,611,529,295,0,False
2025-06-25,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,477,514,566,295,0,False
2025-06-26,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,648,639,557,295,0,False
2025-06-27,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,490,487,554,295,0,False
2025-06-28,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,435,455,574,295,0,False
2025-06-29,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,424,426,576,295,0,False
2025-06-30,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,514,501,563,295,0,False
2025-07-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,499,557,621,295,0,False
2025-07-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,448,499,672,295,0,False
2025-07-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,538,538,672,295,0,False
2025-07-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,492,487,667,295,0,False
2025-07-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,450,438,655,295,0,False
2025-07-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,295,288,648,295,0,False
