date,sku,produit,famille,dlc_jours,demande,production,stock_fin_journee,stock_securite,perte_dlc,rupture
2025-09-16,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,369,391,742,446,0,False
2025-09-17,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,878,924,788,446,0,False
2025-09-18,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,799,847,836,446,0,False
2025-09-19,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,808,785,813,446,0,False
2025-09-20,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,412,434,835,446,0,False
2025-09-21,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,528,520,827,446,0,False
2025-09-22,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,561,527,793,446,0,False
2025-09-23,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,786,850,857,446,0,False
2025-09-24,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,637,632,852,446,0,False
2025-09-25,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,555,583,880,446,0,False
2025-09-26,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,926,967,921,446,0,False
2025-09-27,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,549,570,942,446,0,False
2025-09-28,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,709,737,970,446,0,False
2025-09-29,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,558,572,984,446,0,False
2025-09-30,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,883,822,923,446,0,False
2025-10-01,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,768,764,919,446,0,False
2025-10-02,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,658,691,952,446,0,False
2025-10-03,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,400,416,968,446,0,False
2025-10-04,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,404,385,949,446,0,False
2025-10-05,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,718,761,992,446,0,False
2025-10-06,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,460,476,1008,446,0,False
2025-10-07,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,1277,1326,1057,446,0,False
2025-10-08,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,495,543,1105,446,0,False
2025-10-09,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,628,689,1166,446,0,False
2025-10-10,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,477,442,1131,446,0,False
2025-10-11,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,602,610,1139,446,0,False
2025-10-12,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,435,471,1175,446,0,False
2025-10-13,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,561,559,1173,446,0,False
2025-10-14,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,526,495,1142,446,0,False
2025-10-15,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,516,553,1179,446,0,False
2025-10-16,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,315,309,1173,446,0,False
2025-10-17,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,566,561,1168,446,0,False
2025-10-18,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,408,388,1148,446,0,False
2025-10-19,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,509,526,1165,446,0,False
2025-10-20,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,708,740,1197,446,0,False
2025-10-21,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,445,450,1202,446,0,False
2025-10-22,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,420,442,1224,446,0,False
2025-10-23,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,190,195,1229,446,0,False
2025-10-24,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,420,428,1237,446,0,False
2025-10-25,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,391,427,1273,446,0,False
2025-10-26,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,388,372,1257,446,0,False
2025-10-27,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,262,271,1266,446,0,False
2025-10-28,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,411,433,1288,446,0,False
2025-10-29,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,795,776,1269,446,0,False
2025-10-30,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,751,837,1355,446,0,False
2025-10-31,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,574,620,1401,446,0,False
2025-11-01,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,480,458,1379,446,0,False
2025-11-02,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,343,376,1412,446,0,False
2025-11-03,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,722,686,1376,446,0,False
2025-11-04,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,738,751,1389,446,0,False
2025-11-05,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,529,536,1396,446,0,False
2025-11-06,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,513,516,1399,446,0,False
2025-11-07,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,900,865,1364,446,0,False
2025-11-08,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,412,454,1406,446,0,False
2025-11-09,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,371,374,1409,446,0,False
2025-11-10,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,663,670,1416,446,0,False
2025-11-11,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,713,710,1413,446,0,False
2025-11-12,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,481,455,1387,446,0,False
2025-11-13,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,817,815,1385,446,0,False
2025-11-14,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,826,847,1406,446,0,False
2025-11-15,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,364,384,1426,446,0,False
2025-11-16,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,293,309,1442,446,0,False
2025-11-17,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,731,813,717,446,0,False
2025-11-18,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,772,863,808,446,0,False
2025-11-19,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,541,535,802,446,0,False
2025-11-20,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,617,614,799,446,0,False
2025-11-21,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,730,737,806,446,0,False
2025-11-22,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,301,317,822,446,0,False
2025-11-23,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,532,570,860,446,0,False
2025-11-24,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,1489,1567,938,446,0,False
2025-11-25,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,855,840,923,446,0,False
2025-11-26,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,617,590,896,446,0,False
2025-11-27,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,915,939,920,446,0,False
2025-11-28,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,612,636,944,446,0,False
2025-11-29,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,596,627,975,446,0,False
2025-11-30,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,481,506,1000,446,0,False
2025-12-01,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,621,671,1050,446,0,False
2025-12-02,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,469,443,1024,446,0,False
2025-12-03,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,976,1002,1050,446,0,False
2025-12-04,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,789,773,1034,446,0,False
2025-12-05,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,276,292,1050,446,0,False
2025-12-06,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,343,333,1040,446,0,False
2025-12-07,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,621,615,1034,446,0,False
2025-12-08,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,570,548,1012,446,0,False
2025-12-09,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,356,355,1011,446,0,False
2025-12-10,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,87,88,1012,446,0,False
2025-12-11,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,706,717,1023,446,0,False
2025-12-12,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,759,846,1110,446,0,False
2025-12-13,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,418,436,1128,446,0,False
2025-12-14,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,492,488,1124,446,0,False
2025-12-15,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,905,900,1119,446,0,False
2025-12-16,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,599,601,1121,446,0,False
2025-12-17,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,554,527,1094,446,0,False
2025-12-18,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,710,677,1061,446,0,False
2025-12-19,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,357,397,1101,446,0,False
2025-12-20,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,514,567,1154,446,0,False
2025-12-21,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,371,392,1175,446,0,False
2025-12-22,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,1323,1256,1108,446,0,False
2025-12-23,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,1189,1311,1230,446,0,False
2025-12-24,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,907,928,1251,446,0,False
2025-12-25,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,384,354,1221,446,0,False
2025-12-26,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,1072,1142,1291,446,0,False
2025-12-27,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,804,866,1353,446,0,False
2025-12-28,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,718,747,1382,446,0,False
2025-12-29,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,675,705,1412,446,0,False
2025-12-30,YAB-002,Yaourt à boire fraise 1L,Yaourt à boire,18,967,970,1415,446,0,False
2025-01-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,566,589,1071,295,47,False
2025-01-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,731,815,1107,295,48,False
2025-01-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,598,597,1041,295,65,False
2025-01-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,522,512,1031,295,0,False
2025-01-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,150,146,1027,295,0,False
2025-01-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,580,577,1024,295,0,False
2025-01-07,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,399,385,1010,295,0,False
2025-01-08,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,342,321,989,295,0,False
2025-01-09,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,506,542,1025,295,0,False
2025-01-10,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,369,364,1020,295,0,False
2025-01-11,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,189,203,1034,295,0,False
2025-01-12,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,296,294,1032,295,0,False
2025-01-13,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,600,636,1002,295,66,False
2025-01-14,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,429,472,1045,295,0,False
2025-01-15,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,358,389,999,295,77,False
2025-01-16,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,249,266,1016,295,0,False
2025-01-17,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,275,262,1003,295,0,False
2025-01-18,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,359,378,1022,295,0,False
2025-01-19,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,255,256,1023,295,0,False
2025-01-20,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,493,537,985,295,82,False
2025-01-21,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,517,477,945,295,0,False
2025-01-22,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,916,1024,1053,295,0,False
2025-01-23,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,488,459,1024,295,0,False
2025-01-24,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,330,359,1053,295,0,False
2025-01-25,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,360,373,1019,295,47,False
2025-01-26,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,423,448,1044,295,0,False
2025-01-27,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,569,538,1013,295,0,False
2025-01-28,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,256,253,1010,295,0,False
2025-01-29,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,126,122,1006,295,0,False
2025-01-30,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,473,487,1020,295,0,False
2025-01-31,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,299,310,1031,295,0,False
2025-02-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,189,177,1019,295,0,False
2025-02-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,339,360,1040,295,0,False
2025-02-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,386,425,1010,295,69,False
2025-02-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,174,168,1004,295,0,False
2025-02-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,430,397,971,295,0,False
2025-02-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,546,517,942,295,0,False
2025-02-07,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,271,285,956,295,0,False
2025-02-08,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,412,379,923,295,0,False
2025-02-09,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,237,219,905,295,0,False
2025-02-10,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,483,481,903,295,0,False
2025-02-11,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,730,685,858,295,0,False
2025-02-12,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,410,459,907,295,0,False
2025-02-13,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,445,437,899,295,0,False
2025-02-14,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,552,578,925,295,0,False
2025-02-15,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,381,404,948,295,0,False
2025-02-16,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,290,278,936,295,0,False
2025-02-17,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,538,561,959,295,0,False
2025-02-18,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,380,386,965,295,0,False
2025-02-19,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,387,360,938,295,0,False
2025-02-20,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,550,596,984,295,0,False
2025-02-21,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,676,656,964,295,0,False
2025-02-22,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,357,381,988,295,0,False
2025-02-23,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,310,297,975,295,0,False
2025-02-24,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,72,67,970,295,0,False
2025-02-25,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,508,536,998,295,0,False
2025-02-26,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,382,371,987,295,0,False
2025-02-27,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,598,595,984,295,0,False
2025-02-28,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,424,475,1035,295,0,False
2025-03-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,173,163,1025,295,0,False
2025-03-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,212,223,1036,295,0,False
2025-03-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,377,396,1015,295,40,False
2025-03-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,1010,997,1002,295,0,False
2025-03-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,512,546,1036,295,0,False
2025-03-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,616,638,984,295,74,False
2025-03-07,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,489,505,1000,295,0,False
2025-03-08,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,238,240,1002,295,0,False
2025-03-09,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,329,352,1025,295,0,False
2025-03-10,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,982,958,1001,295,0,False
2025-03-11,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,536,597,992,295,70,False
2025-03-12,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,587,650,998,295,57,False
2025-03-13,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,522,483,959,295,0,False
2025-03-14,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,491,489,957,295,0,False
2025-03-15,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,376,375,956,295,0,False
2025-03-16,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,352,365,969,295,0,False
2025-03-17,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,591,641,1019,295,0,False
2025-03-18,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,682,701,1038,295,0,False
2025-03-19,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,830,858,1031,295,35,False
2025-03-20,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,839,884,1020,295,56,False
2025-03-21,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,698,670,992,295,0,False
2025-03-22,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,409,408,991,295,0,False
2025-03-23,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,358,334,967,295,0,False
2025-03-24,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,889,989,1030,295,37,False
2025-03-25,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,1395,1434,1034,295,35,False
2025-03-26,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,529,500,1005,295,0,False
2025-03-27,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,569,636,989,295,83,False
2025-03-28,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,550,506,945,295,0,False
2025-03-29,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,305,310,950,295,0,False
2025-03-30,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,437,436,949,295,0,False
2025-03-31,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,691,746,1004,295,0,False
2025-04-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,371,362,995,295,0,False
2025-04-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,1050,1017,962,295,0,False
2025-04-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,523,583,1022,295,0,False
2025-04-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,707,754,1006,295,63,False
2025-04-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,476,504,1034,295,0,False
2025-04-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,332,332,1034,295,0,False
2025-04-07,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,307,341,988,295,80,False
2025-04-08,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,607,602,983,295,0,False
2025-04-09,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,115,119,987,295,0,False
2025-04-10,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,359,371,999,295,0,False
2025-04-11,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,559,592,1032,295,0,False
2025-04-12,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,243,253,1042,295,0,False
2025-04-13,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,261,267,1048,295,0,False
2025-04-14,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,591,577,1034,295,0,False
2025-04-15,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,427,433,1040,295,0,False
2025-04-16,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,378,379,1041,295,0,False
2025-04-17,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,796,824,1005,295,64,False
2025-04-18,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,425,455,1035,295,0,False
2025-04-19,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,191,185,1029,295,0,False
2025-04-20,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,317,319,1031,295,0,False
2025-04-21,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,428,428,1031,295,0,False
2025-04-22,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,483,509,976,295,81,False
2025-04-23,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,408,431,999,295,0,False
2025-04-24,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,536,524,987,295,0,False
2025-04-25,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,388,424,1023,295,0,False
2025-04-26,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,331,355,1047,295,0,False
2025-04-27,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,229,240,1010,295,48,False
2025-04-28,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,224,237,1023,295,0,False
2025-04-29,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,306,317,1034,295,0,False
2025-04-30,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,388,390,1036,295,0,False
2025-05-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,324,311,1023,295,0,False
2025-05-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,510,546,982,295,77,False
2025-05-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,291,274,965,295,0,False
2025-05-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,200,219,984,295,0,False
2025-05-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,355,375,1004,295,0,False
2025-05-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,471,481,1014,295,0,False
2025-05-07,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,537,596,1005,295,68,False
2025-05-08,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,350,388,1043,295,0,False
2025-05-09,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,542,593,1058,295,36,False
2025-05-10,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,366,399,1049,295,42,False
2025-05-11,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,310,317,1000,295,56,False
2025-05-12,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,565,600,1035,295,0,False
2025-05-13,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,477,523,1042,295,39,False
2025-05-14,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,531,494,1005,295,0,False
2025-05-15,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,546,605,991,295,73,False
2025-05-16,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,592,546,945,295,0,False
2025-05-17,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,291,298,952,295,0,False
2025-05-18,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,314,321,959,295,0,False
2025-05-19,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,448,450,961,295,0,False
2025-05-20,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,357,375,979,295,0,False
2025-05-21,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,229,225,975,295,0,False
2025-05-22,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,389,430,1016,295,0,False
2025-05-23,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,503,548,1020,295,41,False
2025-05-24,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,263,280,1037,295,0,False
2025-05-25,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,215,214,1036,295,0,False
2025-05-26,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,402,373,1007,295,0,False
2025-05-27,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,570,601,1038,295,0,False
2025-05-28,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,371,342,1009,295,0,False
2025-05-29,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,456,488,1041,295,0,False
2025-05-30,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,421,460,1009,295,71,False
2025-05-31,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,180,195,608,295,0,False
2025-06-01,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,254,237,591,295,0,False
2025-06-02,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,216,237,612,295,0,False
2025-06-03,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,479,451,584,295,0,False
2025-06-04,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,406,387,565,295,0,False
2025-06-05,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,386,365,544,295,0,False
2025-06-06,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,445,431,530,295,0,False
2025-06-07,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,404,373,499,295,0,False
2025-06-08,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,283,282,498,295,0,False
2025-06-09,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,449,475,524,295,0,False
2025-06-10,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,428,449,545,295,0,False
2025-06-11,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,193,192,544,295,0,False
2025-06-12,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,380,422,586,295,0,False
2025-06-13,YAB-003,Yaourt à boire pêche 1L,Yaourt à boire,18,410,458,634,295,0,False
